timestamp_rounded,category,score
2025-02-12 00:00:00+00:00,motivation and mental strength,0.7876752384978792
2025-02-12 00:00:00+00:00,self-care practices,0.7074309810996056
2025-02-12 00:00:00+00:00,self-improvement and personal growth,0.8226397799462387
2025-02-12 00:00:00+00:00,sleep and mental wellness,0.5105983006457487
2025-02-12 00:00:00+00:00,social anxiety and relationships,0.4815501696533627
2025-02-12 00:00:00+00:00,therapy and mental health support,0.5926112146289261
2025-02-12 00:00:00+00:00,trauma awareness and healing,0.5725127320204463
2025-02-12 00:00:00+00:00,work-life balance and burnout,0.5263962691924611
2025-02-13 00:00:00+00:00,addiction awareness and recovery,0.5616890341043472
2025-02-13 00:00:00+00:00,anxiety and stress management,0.4816237092018127
2025-02-13 00:00:00+00:00,depression and emotional support,0.5795414447784424
2025-02-13 00:00:00+00:00,emotional health discussion,0.5395116209983826
2025-02-13 00:00:00+00:00,mental health education,0.7127615213394165
2025-02-13 00:00:00+00:00,mental health experiences,0.6665076414744059
2025-02-13 00:00:00+00:00,mindfulness and mental wellness,0.5440362989902496
2025-02-13 00:00:00+00:00,motivation and mental strength,0.6926973674978528
2025-02-13 00:00:00+00:00,self-care practices,0.635669598976771
2025-02-13 00:00:00+00:00,self-improvement and personal growth,0.7355148924721612
2025-02-13 00:00:00+00:00,sleep and mental wellness,0.4229494929313659
2025-02-13 00:00:00+00:00,social anxiety and relationships,0.5289545059204102
2025-02-13 00:00:00+00:00,therapy and mental health support,0.7492569088935852
2025-02-13 00:00:00+00:00,trauma awareness and healing,0.6486853957176208
2025-02-13 00:00:00+00:00,work-life balance and burnout,0.6737663149833679
