ts,platform,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_start,reason_end,skipped,offline_timestamp
2024-11-13T17:56:42Z,ios,262140,Piya Aaye Na,Tulsi Kumar,Aashiqui 2,spotify:track:1ELMyeJLDHUz3cK3XTWgEi,clickrow,trackdone,FALSE,1731520341
2024-11-13T17:56:53Z,ios,9079,Tum Hi Ho,Mithoon,Aashiqui 2,spotify:track:56zZ48jdyY2oDXHVnwg5Di,trackdone,fwdbtn,TRUE,1731520602
2024-11-13T17:57:18Z,ios,25280,Sunn Raha Hai (Male Version),Ankit Tiwari,Aashiqui 2,spotify:track:5PvwPy5eRO8BPwpRzCHK3D,fwdbtn,endplay,TRUE,1731520613
2024-11-13T18:02:11Z,ios,291350,Aaj Ki Raat,Alisha Chinai,Don,spotify:track:4bPF3oy4JsKK1UeMMn7Byf,clickrow,endplay,TRUE,1731520638
2024-11-13T18:06:29Z,ios,258946,Sajda,Pritam,Bhool Bhulaiyaa,spotify:track:2xyCqd1uWitWB8jNf5VGBE,clickrow,trackdone,FALSE,1731520931
2024-11-13T18:06:42Z,ios,11484,Bhool Bhulaiyaa (Remix),Pritam,Bhool Bhulaiyaa,spotify:track:05nGRdzYpcLGrm9RaAVWVz,trackdone,fwdbtn,TRUE,1731521189
2024-11-13T18:11:01Z,ios,190250,Lets Rock Soniye,Pritam,Bhool Bhulaiyaa,spotify:track:0W6xSGihThKerVr2u18n9u,fwdbtn,logout,FALSE,1731521202
2024-11-13T18:36:11Z,osx,127777,Labon Ko,Pritam,Bhool Bhulaiyaa,spotify:track:5WncH5iZ5GFlnXm7jKEXVP,appload,endplay,TRUE,1731522833
2024-11-13T18:39:58Z,osx,226300,Character Dheela,Pritam,Ready,spotify:track:1r4oikmMdZZiGHkPA4hSoe,trackdone,trackdone,FALSE,1731522971
2024-11-13T18:46:22Z,osx,384057,"Woh Lamhe Woh Baatein - From ""Zeher""",Atif Aslam,Best Old Songs,spotify:track:2HNG9q8rXbnijbPTwCMgsb,trackdone,trackdone,FALSE,1731523198
2024-11-13T18:46:57Z,osx,32855,Lat Lag Gayee,Benny Dayal,Race 2,spotify:track:5XsoDbDt98b0FkFLOhsJuS,trackdone,fwdbtn,TRUE,1731523582
2024-11-13T18:47:17Z,osx,20565,"Raanjhan (From ""Do Patti"")",Sachet-Parampara,"Raanjhan (From ""Do Patti"")",spotify:track:4vHRQnzGcKEtqsLH70tAms,fwdbtn,fwdbtn,TRUE,1731523617
2024-11-13T18:47:19Z,osx,1269,Tu Hai Ki Nahi,Ankit Tiwari,Roy,spotify:track:4brSaQIT3bnnE41D042fgL,fwdbtn,fwdbtn,TRUE,1731523637
2024-11-13T18:47:21Z,osx,2421,Ye Tune Kya Kiya,Pritam,Once Upon Ay Time In Mumbai Dobaara !,spotify:track:2cPUB8EOT6AfJ8oxhyoNXL,fwdbtn,fwdbtn,TRUE,1731523639
2024-11-13T18:52:46Z,osx,325257,Ishq Sufiyana (Male),Kamal Khan,The Dirty Picture,spotify:track:5zcfnScTSFGCHGY1yeXWke,fwdbtn,trackdone,FALSE,1731523641
2024-11-13T18:56:47Z,osx,240723,Bhula Dena,Mustafa Zahid,Aashiqui 2,spotify:track:0WNCYgCd33LnBnw22WFuq8,trackdone,trackdone,FALSE,1731523966
2024-11-13T18:56:53Z,osx,4891,Tera Hone Laga Hoon,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:48Ix6ReYdJf2H4mKb3TIpj,trackdone,fwdbtn,TRUE,1731524207
2024-11-13T19:01:19Z,osx,266653,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",KK,Evergreen Hits Of K.K.,spotify:track:7fW9J3EpVWVN1ouv0slAs0,fwdbtn,trackdone,FALSE,1731524213
2024-11-13T19:01:24Z,osx,3801,"Ya Ali - From ""Gangster""",Pritam,Gangster,spotify:track:7C3IQI7f7zN1xasNYcZnYY,trackdone,fwdbtn,TRUE,1731524479
2024-11-13T19:04:37Z,osx,192234,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",spotify:track:2Fv2injs4qAm8mJBGaxVKU,fwdbtn,fwdbtn,TRUE,1731524484
2024-11-13T19:04:53Z,osx,16725,Jo Tere Sang,Jeet Gannguli,Blood Money (Original Motion Picture Soundtrack),spotify:track:0kYBzFJ5a2Jozi6cI4y9Bp,fwdbtn,fwdbtn,TRUE,1731524677
2024-11-13T19:04:56Z,osx,2368,Saree Ke Fall Sa,Nakash Aziz,R...Rajkumar (Original Motion Picture Soundtrack),spotify:track:6q9Xm2jmdQ3Qi91iQpdHH9,fwdbtn,fwdbtn,TRUE,1731524693
2024-11-13T19:10:08Z,osx,312892,Pehli Nazar Mein,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:5llaVhaIoowKT3fqf2NfPO,fwdbtn,trackdone,FALSE,1731524696
2024-11-13T19:13:14Z,osx,184420,Pee Loon,Pritam,Once Upon A Time In Mumbaai,spotify:track:52itZ0w0CydihB2JCZEIft,trackdone,fwdbtn,TRUE,1731525008
2024-11-13T19:18:00Z,osx,287213,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA,fwdbtn,trackdone,FALSE,1731525194
2024-11-13T19:21:21Z,osx,200120,Mann Mera,Gajendra Verma,Table No. 21 (Original Motion Picture Soundtrack),spotify:track:3yV2c3cYhkAwSsxAq6nRiv,trackdone,trackdone,FALSE,1731525480
2024-11-13T19:25:14Z,osx,231282,Prem Ki Naiyya,Neeraj Shridhar,Ajab Prem Ki Ghazab Kahani,spotify:track:2JDsi7S0UmtGoyVPTda0ao,trackdone,fwdbtn,TRUE,1731525681
2024-11-13T19:25:18Z,osx,4576,Apna Bana Le,Sachin-Jigar,Bhediya,spotify:track:1hA697u7e1jX2XM8sWA6Uy,fwdbtn,fwdbtn,TRUE,1731525914
2024-11-13T19:25:20Z,osx,1631,Allah Maaf Kare,Pritam,Desi Boyz,spotify:track:68RveqIjrkOeBbEGL67GgA,fwdbtn,fwdbtn,TRUE,1731525918
2024-11-13T19:25:21Z,osx,1056,Jeene Laga Hoon,Atif Aslam,Ramaiya Vastavaiya,spotify:track:3t3wsY5IdLVzB9WidegJSU,fwdbtn,backbtn,TRUE,1731525920
2024-11-13T19:25:28Z,osx,6655,Allah Maaf Kare,Pritam,Desi Boyz,spotify:track:68RveqIjrkOeBbEGL67GgA,backbtn,fwdbtn,TRUE,1731525921
2024-11-13T19:25:29Z,osx,1290,Jeene Laga Hoon,Atif Aslam,Ramaiya Vastavaiya,spotify:track:3t3wsY5IdLVzB9WidegJSU,fwdbtn,fwdbtn,TRUE,1731525928
2024-11-13T19:25:34Z,osx,4703,"Dil Kyun Yeh Mera (From ""Kites"")",KK,Evergreen Hits Of K.K.,spotify:track:66uMmK9uefgoflmaxbtQCL,fwdbtn,fwdbtn,TRUE,1731525929
2024-11-13T19:25:36Z,osx,1834,Maula Mere Maula,Roop Kumar Rathod,Anwar,spotify:track:4CGBTtlrjZj7ydpV52cgB4,fwdbtn,fwdbtn,TRUE,1731525934
2024-11-13T19:31:07Z,osx,331676,Tere Liye,Madan Mohan,Veer - Zaara,spotify:track:3i11e2jzUtO3jChiFl3v9x,fwdbtn,trackdone,FALSE,1731525936
2024-11-13T19:35:53Z,osx,285108,I Am In Love,Pritam,Once Upon A Time In Mumbaai,spotify:track:3FS3ItpUATpALLi90uvkde,trackdone,trackdone,FALSE,1731526267
2024-11-13T19:39:44Z,osx,230946,Dil Dooba,Sonu Nigam,Khakee,spotify:track:6cUaCs1lKfDOyFKMkBF8ch,trackdone,trackdone,FALSE,1731526553
2024-11-13T19:39:52Z,osx,6010,"Aadat - From ""Kalyug""",Atif Aslam,Kalyug,spotify:track:5VrLz2NUTLbPzgjuVOjxUx,trackdone,fwdbtn,TRUE,1731526784
2024-11-13T19:42:54Z,osx,182218,"Ye Ishq Hai (From ""Jab We Met"")",Shreya Ghoshal,Best Of Shreya Ghoshal,spotify:track:1UHVj0W8BRn08AXvWcv8i6,fwdbtn,fwdbtn,TRUE,1731526792
2024-11-13T19:47:33Z,osx,279429,Tujhe Bhula Diya,Mohit Chauhan,Anjaana Anjaani,spotify:track:4r8JqkhpTb5tzSKKHnVJIJ,fwdbtn,trackdone,FALSE,1731526974
2024-11-13T19:49:45Z,osx,130748,Tum Se Hi,Pritam,Jab We Met,spotify:track:7eQl3Yqv35ioqUfveKHitE,trackdone,fwdbtn,TRUE,1731527253
2024-11-13T19:59:55Z,osx,282634,"Kaho Na Kaho - From ""Murder""",Amir Jamal,Murder,spotify:track:6iK2pxK4fCJLZwrzUslWgY,fwdbtn,logout,FALSE,1731527385
2024-11-14T18:20:05Z,ios,268760,Lets Rock Soniye,Pritam,Bhool Bhulaiyaa,spotify:track:0W6xSGihThKerVr2u18n9u,appload,fwdbtn,TRUE,1731608085
2024-11-14T18:20:06Z,ios,810,Sakhiya,Pritam,Bhool Bhulaiyaa,spotify:track:2cXCAt1hxf25JGIMZI6wjG,fwdbtn,fwdbtn,TRUE,1731608405
2024-11-14T18:20:07Z,ios,1260,Mere Dholna,Pritam,Bhool Bhulaiyaa,spotify:track:2R4zzmPXIFuBH0BqdWDkfC,fwdbtn,fwdbtn,TRUE,1731608406
2024-11-14T18:24:24Z,ios,257010,Allah Hafiz,Pritam,Bhool Bhulaiyaa,spotify:track:7CMyoI8zAFAUhMnQ5NzNnu,fwdbtn,fwdbtn,TRUE,1731608407
2024-11-14T18:24:32Z,ios,8100,Lets Rock Soniye (Remix),Pritam,Bhool Bhulaiyaa,spotify:track:5UpBvxFUl4eP3HLxsUToFR,fwdbtn,endplay,TRUE,1731608664
2024-11-14T20:16:26Z,ios,285160,Ab To Forever,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:3gLf7ctpqnklhoQfeveBw0,clickrow,fwdbtn,TRUE,1731608672
2024-11-14T20:16:27Z,ios,850,Saaiyaan,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:5TwBs8jF4YYmnSFDkxSXKF,fwdbtn,fwdbtn,TRUE,1731615386
2024-11-14T20:16:28Z,ios,0,Aalap,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:0m1TycNcUhagtH4kFN74vQ,fwdbtn,endplay,TRUE,1731615387
2024-11-14T20:16:34Z,ios,4690,Dus Bahane,Shaan,Dus,spotify:track:1vBmaijoCBoqmwc3zs5n3s,fwdbtn,fwdbtn,TRUE,1731615389
2024-11-14T20:16:35Z,ios,930,Dil Dooba,Sonu Nigam,Khakee,spotify:track:6cUaCs1lKfDOyFKMkBF8ch,fwdbtn,fwdbtn,TRUE,1731615394
2024-11-14T20:17:40Z,ios,65960,Aye Khuda,Kshitij Tarey,Murder 2,spotify:track:1SdMHj6tJp2YZ5INflJR1T,fwdbtn,fwdbtn,TRUE,1731615395
2024-11-14T20:17:41Z,ios,940,Kukkad,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),spotify:track:7DbE178OOsJfJKyiNObOsw,fwdbtn,fwdbtn,TRUE,1731615460
2024-11-14T20:17:43Z,ios,1420,Jo Tere Sang,Jeet Gannguli,Blood Money (Original Motion Picture Soundtrack),spotify:track:0kYBzFJ5a2Jozi6cI4y9Bp,fwdbtn,fwdbtn,TRUE,1731615461
2024-11-14T20:18:14Z,ios,30850,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",KK,Evergreen Hits Of K.K.,spotify:track:7fW9J3EpVWVN1ouv0slAs0,fwdbtn,fwdbtn,TRUE,1731615463
2024-11-14T20:20:21Z,ios,125770,You're My Love,Shaan,Partner,spotify:track:6D2ZnEZ92wUFTr38YXTCL5,fwdbtn,fwdbtn,TRUE,1731615494
2024-11-14T20:25:53Z,ios,94330,Guzarish,Javed Ali,Ghajini,spotify:track:2MvCNH9ua0CeOgUQfZf56z,fwdbtn,logout,FALSE,1731615621
2024-11-18T21:10:48Z,ios,139660,Guzarish,Javed Ali,Ghajini,spotify:track:2MvCNH9ua0CeOgUQfZf56z,appload,endplay,TRUE,1731964102
2024-11-18T21:10:53Z,ios,4820,Aaj Ki Raat,Alisha Chinai,Don,spotify:track:4bPF3oy4JsKK1UeMMn7Byf,clickrow,endplay,TRUE,1731964248
2024-11-18T21:15:38Z,ios,285675,Behka,Karthik,Ghajini,spotify:track:0prCd0oIexRBiok6kBOeLp,clickrow,endplay,TRUE,1731964254
2024-11-18T21:16:29Z,ios,49315,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,trackdone,fwdbtn,TRUE,1731964539
2024-11-18T21:20:01Z,ios,211340,Dil Kya Kare,Adnan Sami,Salaam-E-Ishq,spotify:track:648GXyKI62FhbeBq0levWr,fwdbtn,fwdbtn,TRUE,1731964589
2024-11-18T21:20:42Z,ios,41690,Tera Surroor,Himesh Reshammiya,Aap Kaa Surroor,spotify:track:3WJQXRiZQNpasi3i4Tp8U1,fwdbtn,fwdbtn,TRUE,1731964801
2024-11-18T21:22:15Z,ios,92220,O Mere Khuda,Atif Aslam,Prince,spotify:track:1tnUbj8AI3PvxZNQZRTZmB,fwdbtn,fwdbtn,TRUE,1731964842
2024-11-18T21:22:16Z,ios,1600,You're My Love,Shaan,Partner,spotify:track:6D2ZnEZ92wUFTr38YXTCL5,fwdbtn,fwdbtn,TRUE,1731964935
2024-11-18T21:22:21Z,ios,4720,Dhinka Chika,Amrita Kak,Ready,spotify:track:2Ggpu9s4UP2fO7bjgBMiss,fwdbtn,endplay,TRUE,1731964936
2024-11-19T03:58:22Z,ios,53850,Kaise Mujhe,Benny Dayal,Ghajini,spotify:track:53DXM0bHfB7xkqJZYlksuh,clickrow,unexpected-exit-while-paused,FALSE,1731964941
2024-11-19T03:59:02Z,ios,36380,Kaise Mujhe,Benny Dayal,Ghajini,spotify:track:53DXM0bHfB7xkqJZYlksuh,appload,endplay,TRUE,1731988702
2024-11-19T03:59:06Z,ios,3750,Ta Ra Rum Pum,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:1c9psBaQllfx8mpBOuIMj6,clickrow,endplay,TRUE,1731988742
2024-11-19T04:02:24Z,ios,196150,Ta Ra Ra Ra Rum Tararumpum,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:0Pu5Ed4dRHcryM65r0pMV0,clickrow,fwdbtn,TRUE,1731988746
2024-11-19T04:02:33Z,ios,9150,Ab To Forever,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:3gLf7ctpqnklhoQfeveBw0,fwdbtn,logout,FALSE,1731988944
2024-11-19T18:14:39Z,ios,207781,Ab To Forever,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:3gLf7ctpqnklhoQfeveBw0,appload,trackdone,FALSE,1732039832
2024-11-19T18:14:44Z,ios,3551,Saaiyaan,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:5TwBs8jF4YYmnSFDkxSXKF,trackdone,endplay,TRUE,1732040079
2024-11-19T18:16:14Z,ios,90000,Behka,Karthik,Ghajini,spotify:track:0prCd0oIexRBiok6kBOeLp,clickrow,endplay,TRUE,1732040084
2024-11-19T18:16:17Z,ios,0,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,fwdbtn,fwdbtn,TRUE,1732040175
2024-11-19T18:16:19Z,ios,2010,Dil Kya Kare,Adnan Sami,Salaam-E-Ishq,spotify:track:648GXyKI62FhbeBq0levWr,fwdbtn,fwdbtn,TRUE,1732040177
2024-11-19T18:16:27Z,ios,7700,O Mere Khuda,Atif Aslam,Prince,spotify:track:1tnUbj8AI3PvxZNQZRTZmB,fwdbtn,fwdbtn,TRUE,1732040179
2024-11-19T18:16:56Z,ios,29730,Tera Surroor,Himesh Reshammiya,Aap Kaa Surroor,spotify:track:3WJQXRiZQNpasi3i4Tp8U1,fwdbtn,fwdbtn,TRUE,1732040187
2024-11-19T18:16:58Z,ios,1590,Guzarish,Javed Ali,Ghajini,spotify:track:2MvCNH9ua0CeOgUQfZf56z,fwdbtn,fwdbtn,TRUE,1732040216
2024-11-19T18:16:59Z,ios,920,You're My Love,Shaan,Partner,spotify:track:6D2ZnEZ92wUFTr38YXTCL5,fwdbtn,fwdbtn,TRUE,1732040218
2024-11-19T18:17:00Z,ios,1070,Dhinka Chika,Amrita Kak,Ready,spotify:track:2Ggpu9s4UP2fO7bjgBMiss,fwdbtn,fwdbtn,TRUE,1732040219
2024-11-19T18:17:01Z,ios,0,Uff Teri Adaa,Shankar Mahadevan,Karthik Calling Karthik,spotify:track:0og9wKFGgFFNQnrBe7eisG,fwdbtn,fwdbtn,TRUE,1732040220
2024-11-19T18:17:03Z,ios,850,Pehla Nasha,Udit Narayan,Jo Jeeta Wohi Sikandar,spotify:track:6cCSo8zu3bRck519ZqRGfk,fwdbtn,fwdbtn,TRUE,1732040221
2024-11-19T18:17:04Z,ios,1210,Senorita,Farhan Akhtar,Zindagi Na Milegi Dobara,spotify:track:3TAhWtQnpoL5Vl9VQPl9fU,fwdbtn,fwdbtn,TRUE,1732040223
2024-11-19T18:17:08Z,ios,3950,Pyaar Aaya,Alisha Chinai,Plan,spotify:track:3ixMjC2DtqNCmffEW8rSwv,fwdbtn,fwdbtn,TRUE,1732040224
2024-11-19T18:17:17Z,ios,0,Chunnari Chunnari,Abhijeet,Biwi No. 1,spotify:track:18AId3X5GULxDCCjyRTCIQ,fwdbtn,fwdbtn,TRUE,1732040228
2024-11-19T18:17:18Z,ios,0,Kiya Kiya,Anand Raaj Anand,Kiya Kiya,spotify:track:2AZOoVMgoL4bNCvlIad6BU,fwdbtn,backbtn,TRUE,1732040237
2024-11-19T18:17:19Z,ios,520,Chunnari Chunnari,Abhijeet,Biwi No. 1,spotify:track:18AId3X5GULxDCCjyRTCIQ,backbtn,fwdbtn,TRUE,1732040238
2024-11-19T18:17:55Z,ios,35420,Kiya Kiya,Anand Raaj Anand,Kiya Kiya,spotify:track:2AZOoVMgoL4bNCvlIad6BU,fwdbtn,fwdbtn,TRUE,1732040239
2024-11-19T18:17:56Z,ios,1230,Dil Chahta Hai,Shankar Mahadevan,Dil Chahta Hai,spotify:track:2r1CHpKRDdzHGJScn5UqjX,fwdbtn,fwdbtn,TRUE,1732040275
2024-11-19T18:20:01Z,ios,124590,Yeh Hum Aa Gaye Hain Kahaan,Madan Mohan,Veer - Zaara,spotify:track:7sSYkaAXRgnzoQYrGgrvlX,fwdbtn,fwdbtn,TRUE,1732040276
2024-11-19T18:20:02Z,ios,980,Jhalak Dikhla Ja,Himesh Reshammiya,Aksar,spotify:track:43SKg10CCeaoyr7XSKfpTR,fwdbtn,fwdbtn,TRUE,1732040401
2024-11-19T18:20:03Z,ios,0,Zindagi Aa Raha Hoon Main,Atif Aslam,Zindagi Aa Raha Hoon Main,spotify:track:2I2NQ6nvVLKRHya5iB0rEB,fwdbtn,fwdbtn,TRUE,1732040402
2024-11-19T18:20:04Z,ios,900,Dhunki,Sohail Sen,Mere Brother Ki Dulhan,spotify:track:3Kd0dzfRnf5DOExPHMdDt3,fwdbtn,fwdbtn,TRUE,1732040403
2024-11-19T18:22:25Z,ios,140770,My Dil Goes Mmmm,Vishal-Shekhar,Salaam Namaste,spotify:track:3Uv8BQFN3bQfhkregyMbnx,fwdbtn,fwdbtn,TRUE,1732040404
2024-11-19T18:22:27Z,ios,1240,Heer Toh Badi Sad Hai,Mika Singh,Tamasha,spotify:track:7hhuXHAyn4egzc3do1Oiqe,fwdbtn,fwdbtn,TRUE,1732040545
2024-11-19T18:22:31Z,ios,3800,Tennu Le,omer inayat,Jai Veeru,spotify:track:0dQiyqHUpnMPmHtk535VAY,fwdbtn,fwdbtn,TRUE,1732040547
2024-11-19T18:25:06Z,ios,154750,O Meri Zohrajabeen,Himesh Reshammiya,Phir Hera Pheri,spotify:track:1lMhoj9QVjrTTRokk8kW0u,fwdbtn,fwdbtn,TRUE,1732040551
2024-11-19T18:25:07Z,ios,1030,Om Mangalam,RDB,Kambakkht Ishq (Original Motion Picture Soundtrack),spotify:track:0xNc6Z322CXrfK0tAvOXpm,fwdbtn,fwdbtn,TRUE,1732040706
2024-11-19T18:25:54Z,ios,46690,Chand Sifarish,Jatin-Lalit,Fanaa,spotify:track:5EYZZvmNAH5VZCwuzYJqoA,fwdbtn,fwdbtn,TRUE,1732040707
2024-11-19T18:25:55Z,ios,1400,I Hate Luv Storys,Vishal-Shekhar,I Hate Luv Storys (Original Motion Picture Soundtrack),spotify:track:4zUPL2OPTO3hgNhjaA1Rjn,fwdbtn,fwdbtn,TRUE,1732040754
2024-11-19T18:29:49Z,ios,234120,Dil Tu Hi Bataa,Alisha Chinai,Krrish 3,spotify:track:5X1xYBfQgr2ZFnKKxVqUwP,fwdbtn,logout,FALSE,1732040755
2024-11-20T21:33:19Z,ios,315945,Dil Tu Hi Bataa,Alisha Chinai,Krrish 3,spotify:track:5X1xYBfQgr2ZFnKKxVqUwP,appload,trackdone,FALSE,1732138080
2024-11-20T21:43:07Z,ios,9595,Jaane Kyon Log Pyar,Udit Narayan,Dil Chahta Hai,spotify:track:2NouPVwXUlBF0wDm5bpAbp,trackdone,logout,FALSE,1732138399
2024-11-21T18:02:40Z,ios,5056,Jaane Kyon Log Pyar,Udit Narayan,Dil Chahta Hai,spotify:track:2NouPVwXUlBF0wDm5bpAbp,appload,logout,FALSE,1732212118
2024-11-21T18:03:02Z,ios,9690,Jaane Kyon Log Pyar,Udit Narayan,Dil Chahta Hai,spotify:track:2NouPVwXUlBF0wDm5bpAbp,appload,fwdbtn,TRUE,1732212169
2024-11-21T18:03:03Z,ios,1310,Manohari,Divya Kumar,Baahubali - The Beginning,spotify:track:3sKfLcMJPAptbFLnCB1Ytr,fwdbtn,fwdbtn,TRUE,1732212182
2024-11-21T18:03:21Z,ios,3920,Ek Pal Ka Jeena,Lucky Ali,Kaho Naa Pyar Hai,spotify:track:5iwPZEPu8bxy1fAWnhYT7J,fwdbtn,endplay,TRUE,1732212183
2024-11-21T18:03:54Z,ios,27830,Ishq Ka Haafiz,Nilotpal Bora,Tripling: Season 2 (Music from TVF Original Series),spotify:track:02j4mnF3g6FOVtRZWF9OkE,clickrow,endplay,TRUE,1732212202
2024-11-21T18:04:07Z,ios,5000,Dhaaga,Nilotpal Bora,Aspirants: Season 1 (Music From the TVF Original Series),spotify:track:4wUtptr1RLnHyTlkbUKutH,clickrow,endplay,TRUE,1732212234
2024-11-21T18:15:23Z,ios,184167,Ishq Ka Haafiz,Nilotpal Bora,Tripling: Season 2 (Music from TVF Original Series),spotify:track:02j4mnF3g6FOVtRZWF9OkE,clickrow,endplay,TRUE,1732212247
2024-11-21T18:15:31Z,ios,6993,De Mauka Zindagi,Nilotpal Bora,Aspirants: Season 1 (Music From the TVF Original Series),spotify:track:2OwsHXukerkNFIwmNMi7E3,trackdone,backbtn,TRUE,1732212923
2024-11-21T18:17:28Z,ios,112710,Ishq Ka Haafiz,Nilotpal Bora,Tripling: Season 2 (Music from TVF Original Series),spotify:track:02j4mnF3g6FOVtRZWF9OkE,backbtn,logout,FALSE,1732212931
2024-11-21T20:24:42Z,ios,6700,Ishq Ka Haafiz,Nilotpal Bora,Tripling: Season 2 (Music from TVF Original Series),spotify:track:02j4mnF3g6FOVtRZWF9OkE,appload,fwdbtn,TRUE,1732220663
2024-11-21T20:24:43Z,ios,710,De Mauka Zindagi,Nilotpal Bora,Aspirants: Season 1 (Music From the TVF Original Series),spotify:track:2OwsHXukerkNFIwmNMi7E3,fwdbtn,fwdbtn,TRUE,1732220682
2024-11-21T20:24:45Z,ios,1500,Dil Toh Bacha Hai Ji Unplugged,Vishal Bhardwaj,Mtv Unplugged Season 7,spotify:track:1EvXnNwRfJqxxApNejoTI7,fwdbtn,fwdbtn,TRUE,1732220683
2024-11-21T20:24:48Z,ios,2480,Chaahata Dil Tumko,Aditya Narayan,Shaapit: The Cursed,spotify:track:4GwBoHdPWGiMeCsEq7KRTr,fwdbtn,fwdbtn,TRUE,1732220685
2024-11-21T20:24:51Z,ios,1580,Ek Khoya Khoya Chand,AD Adarsh Gupta,Ek Khoya Khoya Chand,spotify:track:6ZXQKRFEZUKrzE9PmO8DfY,fwdbtn,fwdbtn,TRUE,1732220688
2024-11-21T20:24:53Z,ios,2060,Mushkil Badi,Gajendra Verma,Summary,spotify:track:1j7zXOn3ku2yQLxLvEreWg,fwdbtn,fwdbtn,TRUE,1732220691
2024-11-21T20:24:55Z,ios,880,Sekseki Porua,Nilotpal Bora,Sekseki Porua,spotify:track:3quSmTDgm3tWPyTar1Pqof,fwdbtn,fwdbtn,TRUE,1732220693
2024-11-21T20:24:58Z,ios,2770,Gunaah,Jeet Gannguli,Blood Money (Original Motion Picture Soundtrack),spotify:track:5ArYnXj7dAzBRBvb0cV3lZ,fwdbtn,fwdbtn,TRUE,1732220695
2024-11-21T20:24:59Z,ios,840,Tune Jo Na Kaha Unplugged,Ashish Khandal,Tune Jo Na Kaha Unplugged,spotify:track:3rjkRqsb8H4tjRJ711v201,fwdbtn,fwdbtn,TRUE,1732220698
2024-11-21T20:25:13Z,ios,12950,Yun Hi Re,Anirudh Ravichander,David,spotify:track:2KhpXUgOIUmeXRVkXJkmVw,fwdbtn,endplay,TRUE,1732220699
2024-11-21T20:30:23Z,ios,310073,Tune Jo Na Kaha,Pritam,New York,spotify:track:0pw3p4gf5homOkvOGOJulF,clickrow,endplay,TRUE,1732220713
2024-11-21T20:36:04Z,ios,341027,Labon Ko,Pritam,Bhool Bhulaiyaa,spotify:track:5WncH5iZ5GFlnXm7jKEXVP,trackdone,trackdone,FALSE,1732221024
2024-11-21T20:38:31Z,ios,141408,Tujhe Bhula Diya,Mohit Chauhan,Anjaana Anjaani,spotify:track:4r8JqkhpTb5tzSKKHnVJIJ,trackdone,logout,FALSE,1732221364
2024-11-25T00:44:03Z,osx,166784,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA,clickrow,fwdbtn,TRUE,1732495275
2024-11-25T00:46:43Z,osx,159567,Chale Jaise Hawaien,KK,Main Hoon Na,spotify:track:3pRF060IEOI5XSQAvONgSt,fwdbtn,trackdone,FALSE,1732495443
2024-11-25T00:46:47Z,osx,3068,Guzarish,Javed Ali,Ghajini,spotify:track:2MvCNH9ua0CeOgUQfZf56z,trackdone,fwdbtn,TRUE,1732495603
2024-11-25T00:48:14Z,osx,86101,Tere Liye,Madan Mohan,Veer - Zaara,spotify:track:3i11e2jzUtO3jChiFl3v9x,fwdbtn,fwdbtn,TRUE,1732495607
2024-11-25T00:49:40Z,osx,86293,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",KK,Evergreen Hits Of K.K.,spotify:track:7fW9J3EpVWVN1ouv0slAs0,fwdbtn,unexpected-exit-while-paused,FALSE,1732495694
2024-11-26T00:49:38Z,ios,82330,Tujhe Bhula Diya,Mohit Chauhan,Anjaana Anjaani,spotify:track:4r8JqkhpTb5tzSKKHnVJIJ,appload,logout,FALSE,1732582092
2024-11-26T18:40:09Z,ios,125780,Character Dheela,Pritam,Ready,spotify:track:1r4oikmMdZZiGHkPA4hSoe,clickrow,fwdbtn,TRUE,1732646282
2024-11-26T18:40:24Z,ios,14640,Humko Pyar Hua,Pritam,Ready,spotify:track:4cltuh2RNH0LyZY9I8Vi08,fwdbtn,endplay,TRUE,1732646409
2024-11-26T18:44:48Z,ios,264268,I Am In Love,Pritam,Once Upon A Time In Mumbaai,spotify:track:3FS3ItpUATpALLi90uvkde,clickrow,endplay,TRUE,1732646424
