app,start,weight_weight_inGrams,weight_weight_inKilograms,weight_weight_inMicrograms,weight_weight_inMilligrams,weight_weight_inOunces,weight_weight_inPounds
com.etekcity.vesyncplatform,2025-03-20 16:24:00+00:00,100400.0,100.4,100400000000.0,100400000.0,3541.506170122105,221.34411123361707
com.etekcity.vesyncplatform,2025-03-21 16:57:00+00:00,100700.0,100.7,100700000000.0,100700000.0,3552.0883598734654,222.00549802017173
com.etekcity.vesyncplatform,2025-03-21 16:57:00+00:00,100700.0,100.7,100700000000.0,100700000.0,3552.0883598734654,222.00549802017173
com.etekcity.vesyncplatform,2025-03-22 18:33:00+00:00,100800.0,100.8,100800000000.0,100800000.0,3555.6157564572522,222.2259602823566
com.etekcity.vesyncplatform,2025-03-23 16:55:00+00:00,101000.0,101.0,101000000000.0,101000000.0,3562.6705496248264,222.66688480672636
com.etekcity.vesyncplatform,2025-03-23 16:56:00+00:00,101000.0,101.0,101000000000.0,101000000.0,3562.6705496248264,222.66688480672636
com.etekcity.vesyncplatform,2025-03-25 19:08:00+00:00,99600.0,99.6,99600000000.0,99600000.0,3513.286997451809,219.58041313613805
com.etekcity.vesyncplatform,2025-03-25 19:09:00+00:00,99600.0,99.6,99600000000.0,99600000.0,3513.286997451809,219.58041313613805
com.etekcity.vesyncplatform,2025-03-26 19:30:00+00:00,100200.0,100.2,100200000000.0,100200000.0,3534.4513769545306,220.90318670924734
com.etekcity.vesyncplatform,2025-03-29 19:49:00+00:00,100100.0,100.1,100100000000.0,100100000.0,3530.9239803707437,220.68272444706244
com.etekcity.vesyncplatform,2025-03-30 02:48:00+00:00,100500.0,100.5,100500000000.0,100500000.0,3545.0335667058916,221.56457349580197
com.etekcity.vesyncplatform,2025-03-30 18:58:00+00:00,100500.0,100.5,100500000000.0,100500000.0,3545.0335667058916,221.56457349580197
com.etekcity.vesyncplatform,2025-03-30 18:58:00+00:00,100500.0,100.5,100500000000.0,100500000.0,3545.0335667058916,221.56457349580197
com.etekcity.vesyncplatform,2025-04-01 19:07:00+00:00,100400.0,100.4,100400000000.0,100400000.0,3541.506170122105,221.34411123361707
com.etekcity.vesyncplatform,2025-03-31 00:27:00+00:00,100500.0,100.5,100500000000.0,100500000.0,3545.0335667058916,221.56457349580197
com.etekcity.vesyncplatform,2025-04-01 19:07:00+00:00,100400.0,100.4,100400000000.0,100400000.0,3541.506170122105,221.34411123361707
com.etekcity.vesyncplatform,2025-04-03 20:40:00+00:00,98550.0,98.55,98550000000.0,98550000.0,3476.249333322046,217.26555938319686
com.etekcity.vesyncplatform,2025-04-03 20:41:00+00:00,98550.0,98.55,98550000000.0,98550000.0,3476.249333322046,217.26555938319686
com.etekcity.vesyncplatform,2025-04-04 19:38:00+00:00,99900.0,99.9,99900000000.0,99900000.0,3523.86918720317,220.2417999226927
com.etekcity.vesyncplatform,2025-04-04 19:39:00+00:00,99900.0,99.9,99900000000.0,99900000.0,3523.86918720317,220.2417999226927
com.etekcity.vesyncplatform,2025-04-07 19:41:00+00:00,98800.0,98.8,98800000000.0,98800000.0,3485.067824781513,217.81671503865905
com.etekcity.vesyncplatform,2025-04-07 19:41:00+00:00,98800.0,98.8,98800000000.0,98800000.0,3485.067824781513,217.81671503865905
com.etekcity.vesyncplatform,2025-04-08 19:48:00+00:00,98150.0,98.15,98150000000.0,98150000.0,3462.139746986898,216.38371033445733
com.etekcity.vesyncplatform,2025-04-08 19:48:00+00:00,98150.0,98.15,98150000000.0,98150000.0,3462.139746986898,216.38371033445733
com.etekcity.vesyncplatform,2025-04-10 18:48:00+00:00,98350.0,98.35,98350000000.0,98350000.0,3469.194540154472,216.8246348588271
com.etekcity.vesyncplatform,2025-04-10 18:49:00+00:00,98350.0,98.35,98350000000.0,98350000.0,3469.194540154472,216.8246348588271
com.etekcity.vesyncplatform,2025-04-14 19:17:00+00:00,98750.0,98.75,98750000000.0,98750000.0,3483.3041264896196,217.7064839075666
com.etekcity.vesyncplatform,2025-04-15 18:19:00+00:00,99400.0,99.4,99400000000.0,99400000.0,3506.232204284235,219.13948861176831
com.etekcity.vesyncplatform,2025-04-15 18:19:00+00:00,99400.0,99.4,99400000000.0,99400000.0,3506.232204284235,219.13948861176831
com.etekcity.vesyncplatform,2025-04-23 16:46:00+00:00,98000.0,98.0,98000000000.0,98000000.0,3456.8486521112177,216.05301694118003
