app,end,start,totalCaloriesBurned_energy_inCalories,totalCaloriesBurned_energy_inJoules,totalCaloriesBurned_energy_inKilocalories,totalCaloriesBurned_energy_inKilojoules,totalCaloriesBurned_total_time
com.sec.android.app.shealth,2025-03-25 21:45:00+00:00,2025-03-25 21:35:00+00:00,115709.99908447266,484130.63624573254,115.70999908447266,484.13063624573255,10.0
com.sec.android.app.shealth,2025-03-27 01:38:00+00:00,2025-03-27 01:21:00+00:00,169080.0018310547,707430.7277726239,169.0800018310547,707.4307277726239,17.0
com.sec.android.app.shealth,2025-03-27 02:50:00+00:00,2025-03-27 01:45:00+00:00,561260.009765625,2348311.881229469,561.260009765625,2348.311881229469,65.0
com.sec.android.app.shealth,2025-03-28 03:09:00+00:00,2025-03-28 02:19:00+00:00,497059.99755859375,2079699.0301129168,497.05999755859375,2079.6990301129167,50.0
com.sec.android.app.shealth,2025-03-28 04:09:00+00:00,2025-03-28 03:09:00+00:00,525070.0073242188,2196892.9109907616,525.0700073242188,2196.8929109907617,60.0
com.sec.android.app.shealth,2025-03-29 04:24:00+00:00,2025-03-29 04:06:00+00:00,128000.0,535552.000084403,128.0,535.552000084403,18.0
com.sec.android.app.shealth,2025-03-31 05:20:00+00:00,2025-03-31 05:03:00+00:00,115000.0,481160.0000758308,115.0,481.1600000758308,17.0
com.sec.android.app.shealth,2025-04-01 01:22:00+00:00,2025-04-01 01:09:00+00:00,90000.0,376560.00005934585,90.0,376.56000005934584,13.0
com.sec.android.app.shealth,2025-04-02 01:46:00+00:00,2025-04-02 01:25:00+00:00,241000.0,1008344.000158915,241.0,1008.344000158915,21.0
com.sec.android.app.shealth,2025-04-06 00:24:00+00:00,2025-04-06 00:04:00+00:00,142000.0,594128.0000936346,142.0,594.1280000936346,20.0
com.sec.android.app.shealth,2025-04-06 07:33:00+00:00,2025-04-06 07:16:00+00:00,122000.0,510448.0000804466,122.0,510.4480000804466,17.0
com.sec.android.app.shealth,2025-04-08 03:04:00+00:00,2025-04-08 02:44:00+00:00,201429.99267578125,842783.0894882913,201.42999267578125,842.7830894882914,20.0
com.sec.android.app.shealth,2025-04-09 04:58:00+00:00,2025-04-09 04:16:00+00:00,361369.9951171875,1511972.0598085993,361.3699951171875,1511.9720598085992,42.0
com.sec.android.app.shealth,2025-04-09 05:28:00+00:00,2025-04-09 04:58:00+00:00,275459.9914550781,1152524.6044296848,275.4599914550781,1152.5246044296848,30.0
com.sec.android.app.shealth,2025-04-10 02:23:00+00:00,2025-04-10 02:07:00+00:00,163919.9981689453,685841.2724469558,163.9199981689453,685.8412724469557,16.0
com.sec.android.app.shealth,2025-04-11 23:00:00+00:00,2025-04-11 22:49:00+00:00,84000.0,351456.0000553895,84.0,351.45600005538944,11.0
com.sec.android.app.shealth,2025-04-12 01:26:00+00:00,2025-04-12 01:11:00+00:00,94000.0,393296.0000619834,94.0,393.2960000619834,15.0
com.sec.android.app.shealth,2025-04-12 18:16:00+00:00,2025-04-12 17:43:00+00:00,233000.0,974872.0001536398,233.0,974.8720001536398,33.0
com.sec.android.app.shealth,2025-04-12 18:49:00+00:00,2025-04-12 18:18:00+00:00,226000.0,945584.0001490241,226.0,945.5840001490241,31.0
com.sec.android.app.shealth,2025-04-14 03:59:00+00:00,2025-04-14 03:43:00+00:00,183000.0,765672.0001206698,183.0,765.6720001206698,16.0
com.sec.android.app.shealth,2025-04-14 05:02:00+00:00,2025-04-14 04:02:00+00:00,572979.98046875,2397348.238659072,572.97998046875,2397.348238659072,60.0
com.sec.android.app.shealth,2025-04-16 04:00:00+00:00,2025-04-16 03:50:00+00:00,119669.99816894531,500699.2724177774,119.66999816894531,500.69927241777737,10.0
com.sec.android.app.shealth,2025-04-16 04:51:00+00:00,2025-04-16 04:32:00+00:00,140130.0048828125,586303.940522089,140.1300048828125,586.303940522089,19.0
com.sec.android.app.shealth,2025-04-19 01:44:00+00:00,2025-04-19 01:33:00+00:00,80410.00366210938,336435.45537528786,80.41000366210938,336.43545537528786,11.0
com.sec.android.app.shealth,2025-04-22 02:45:00+00:00,2025-04-22 02:15:00+00:00,319029.9987792969,1334821.515102946,319.0299987792969,1334.821515102946,30.0
com.sec.android.app.shealth,2025-04-23 02:36:00+00:00,2025-04-23 01:35:00+00:00,697500.0,2918340.0004599304,697.5,2918.3400004599303,61.0
com.sec.android.app.shealth,2025-04-23 03:28:00+00:00,2025-04-23 02:55:00+00:00,196100.00610351562,820482.4256664173,196.10000610351562,820.4824256664174,33.0
com.sec.android.app.shealth,2025-04-24 04:17:00+00:00,2025-04-24 03:17:00+00:00,564979.98046875,2363876.2386537967,564.97998046875,2363.876238653797,60.0
